"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Armenia","ARM","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.458179473877","35.4469299316406","38.3072319030762","38.8413581848145","41.1221504211426","43.0884094238281","46.5598487854004","49.5892791748047","51.9514617919922","53.7788314819336","54.9448066404822","54.928687049735","47.6724416529669","47.2975713824265","50.7360867668963","53.1382998072096","60.9481935381187","62.0346194758727","65.0200757141218","59.9717740488692","59.5712079237049","63.5877617542473","64.0635593742681","63.8260087137715","61.2979414360648","",
"American Samoa","ASM","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","21.4411201477051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5444793701172","24.1311659192825","20.1834862385321","34.2794158170295","","","","","","","","","","","","","",
"Australia","AUS","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","141.459671020508","141.215682983398","129.974945068359","119.994178771973","128.240249633789","130.225402832031","135.733032226562","128.283416748047","125.171501159668","129.228897094727","",
"Austria","AUT","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.642448425293","88.4313507080078","89.9054870605469","90.9407424926758","92.1069183349609","94.4988479614258","95.4495697021484","98.3636474609375","105.239669799805","106.697883605957","103.992767333984","105.376388549805","",
"Azerbaijan","AZE","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2459392547607","19.5503005981445","18.8704299926758","18.9310798645019","19.156384960805","19.8081753121935","20.9255282801565","22.6238191680712","24.7532298312252","27.4807769396159","29.6923732190209","30.6803624184079","31.1815621748774","35.7022256823301","39.2257883250787","42.5577584033335","44.8693099737731","46.1470602336471","46.8513752985592","",
"Burundi","BDI","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.0168399997055531","0.0215600002557039","0.0331399999558926","0.0846100002527237","0.0502899996936321","0.0625799968838692","","","0.150700002908707","0.183709993958473","0.217879995703697","0.241280004382134","","0.299239993095398","0.302150011062622","0.310070008039474","0.336510002613068","0.36243000626564","0.385989993810654","0.402640014886856","0.401919990777969","0.415190011262894","0.437889993190765","","","","","0.502300024032593","0.541279971599579","0.564400017261505","0.559589982032776","0.970860004425049","","1.15861999988556","1.17519998550415","1.31589996814728","","","","2.15101576189744","","1.84880442997918","2.42782731288582","2.76479600172769","2.61551554839594","2.63139946766124","2.98800162866841","3.46331939759343","","","","","5.26864004135132","","6.06045007705688",
"Belgium","BEL","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7619400024414","62.6533012390137","64.4661331176758","67.6734085083008","69.2462997436523","70.1428604125977","69.3764266967773","69.8833084106445","72.0740432739258","74.7183227539062","75.8973999023438","78.568359375","81.4389572143555","84.1571884155273","86.9811706542969","88.0689697265625","92.0985870361328","90.0073776245117","91.1066436767578","91.3419799804688","95.5878219604492","96.8285827636719","95.5885467529297","","",
"Benin","BEN","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.0178200006484985","0.0638099983334541","0.119209997355938","0.231079995632172","0.195150002837181","0.207570001482964","","0.360190004110336","0.317209988832474","","","0.587790012359619","0.565710008144379","0.640389978885651","0.643090009689331","0.683610022068024","0.649049997329712","0.558300018310547","","","0.583530008792877","0.661419987678528","0.632740020751953","0.652809977531433","0.679419994354248","0.723100006580353","0.915300011634827","","1.224249958992","1.3831399679184","1.66339004039764","","","","","3.01498007774353","3.76561999320984","3.97353005409241","5.24869012832642","6.59487009048462","5.05974006652832","6.60909986495972","8.15380001068115","7.87212991714478","7.17110013961792","7.0890998840332","6.93219995498657","7.38617992401123","6.73445987701416","7.06819009780884","7.0561900138855","7.59056997299194","","","",
"Burkina Faso","BFA","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.0114799998700619","0.0102399997413158","0.0156800001859665","0.0309500005096197","0.0428199991583824","0.0824500024318695","0.0789100006222725","0.0959199965000153","0.0919699966907501","0.0943399965763092","0.118170000612736","0.178189992904663","0.216319993138313","0.231040000915527","0.261420011520386","0.272639989852905","0.295139998197555","0.316300004720688","0.352930009365082","0.339910000562668","0.319279998540878","0.415540009737015","0.49083000421524","0.506829977035522","0.482019990682602","0.506250023841858","0.436980009078979","","0.44734999537468","","","0.685419976711273","0.680220007896423","","1.33314001560211","1.41841995716095","1.50599002838135","1.93578994274139","2.12079000473023","2.15454903588624","2.57702834394244","2.8464187555039","2.98628916915069","3.16339096118604","3.3259216661963","3.61548634081945","3.94901631464549","4.59637543954558","4.90992775099359","5.3794971838135","6.8763905519528","7.41040636352225","8.1343872857632","8.52930506215899","",
"Bangladesh","BGD","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","0.400020003318787","","0.470340013504028","","0.558329999446869","","0.547779977321625","0.662829995155334","0.553340017795563","0.812449991703033","0.819480001926422","0.8160799741745","1.53235995769501","1.68026995658874","1.82062995433807","2.00141000747681","1.98422002792358","1.63655996322632","1.22283005714417","1.21721005439758","1.38640999794006","","","","","","","","","3.41735005378723","3.39689993858337","4.16593980789185","3.77570009231567","3.82463002204895","3.49539995193481","4.0955400466919","4.92251014709473","5.35538005828857","6.07565021514893","7.79169988632202","","10.7772449343579","11.1552942440516","11.2585612257799","11.3708454324275","12.7805603544816","14.0572375786514","15.0024572231323","15.6417020491843","18.005333301552","18.9795942258367","19.9823403989508","19.7358288021283","20.8052172080444","20.7920488284509","",
"Bulgaria","BGR","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.4559288024902","46.0441093444824","46.6852798461914","47.4040298461914","49.8131103515625","52.8239097595215","56.8212089538574","60.1817092895508","63.0504684448242","66.7259826660156","67.9085083007812","69.9871520996094","76.8814163208008","81.6608200073242","88.1103897094727","89.5246734619141","89.9352493286133","91.7287902832031","93.9891891479492","94.7761001586914","95.3200988769531","95.5171890258789","91.7683181762695","81.9849090576172","",
"Bahrain","BHR","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","1.6937700510025","1.71504998207092","1.90951001644134","2.68779993057251","2.66263008117676","2.76349997520447","4.53394985198975","3.45335006713867","2.62954998016357","3.47439002990723","4.8488597869873","6.45103979110718","","","12.3827896118164","12.624210357666","9.005539894104","14.2529802322388","","","20.4853496551514","23.0970096588135","24.047399520874","23.0593605041504","22.0391693115234","22.1289501190186","","","26.7792205810547","","","","40.0108413696289","","34.6471786499023","31.6284408569336","","","","","59.8875105130362","66.3114397564158","63.5043297161022","60.227422631454","60.9513041649138","63.0497231797764","65.1926737665277","67.32867632062","71.7243510506798","75.2914550382905","67.0769779680671","73.6073653864038","84.3254442585066","79.9392717715802","",
"Bahamas, The","BHS","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3372497558594","","","","","","","21.5617008209229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2923908233643","30.2803592681885","34.6294403076172","39.326488494873","42.4152297973633","44.3290405273438","48.3872489929199","51.6653289794922","59.5174789428711","63.5146293640137","65.5458526611328","67.40966796875","64.9460678100586","59.6503410339355","57.1722183227539","54.1209411621094","56.1592903137207","57.5446586608887","57.6517601013184","","",
"Belarus","BLR","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9188995361328","","","","","48.1257019042969","50.0746192932129","54.3985481262207","59.4461708068848","62.6487808227539","65.0250396728516","68.3930892944336","71.7289276123047","73.3427886962891","75.9345474243164","79.4934234619141","83.7997894287109","85.5074920654297","90.4933700561523","95.3766859764508","103.172948286202","109.531699203018","110.320258557367","108.158226045773","107.505425804153","103.779106864839","99.7123512750371","92.1089007484019","86.6836374430497","85.3012885902356","84.1475046521849","82.6085502906297","78.4458374741992","75.5513245422279","",
"Belize","BLZ","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","1.50706005096436","1.14026999473572","","1.33689999580383","1.14700996875763","","","","","","","","","","","","","","","","","","","","","","","","","","18.4727096557617","21.0202808380127","19.6023101806641","18.6091709136963","19.5171604156494","20.9561595916748","22.0743808746338","23.0406093597412","27.4000091552734","26.3584802097945","26.8373833996792","29.9773690013347","29.9340609367895","30.0827555356743","29.0861014708313","30.5036049222096","30.945558739255","30.9472804221746","31.8993632551638","33.0255352076348","29.9082757909925","31.0154068865681","29.0806945863126","32.1377183967112","",
"Bermuda","BMU","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","9.5815896987915","11.8681297302246","13.9722299575806","","","","","","","","","","","","","","","","","","","","","","","","","46.5730285644531","42.9530181884766","41.1665687561035","55.7648391723633","49.7959213256836","51.6939315795898","49.8239402770996","49.4047584533691","44.0761184692383","42.984691619873","","27.6455001831055","26.4779891967773","","","","","20.9401702880859","","",
"Bolivia","BOL","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0638885498047","51.4671211242676","54.8358497619629","55.843578338623","56.1552810668945","57.9084701538086","59.8607711791992","61.9600982666016","65.5439300537109","68.6266479492188","72.5810623168945","","85.3342590332031","",
"Barbados","BRB","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","2.99545001983643","4.06754016876221","4.75789022445679","5.29665994644165","","","","","","","16.4108009338379","","","18.0031394958496","19.7444400787354","","","","21.5805492401123","22.0738391876221","","33.0662689208984","","","","","","","50.4479789733887","61.3815612792969","58.8972396850586","","","","","","81.6354522705078","","101.674942016602","94.990227342866","89.5609588623047","94.3220701454234","99.5411841817784","95.5949086884339","75.8850294085007","69.0394982946419","67.5599435825106","61.2705578845534","66.9638062506713","71.7733247145012","73.4793451154722","74.2715777899945","73.9003917179631","72.1972084646556","67.4073246985261",
"Brunei Darussalam","BRN","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","2.19250988960266","","2.8221800327301","","","","0.97325998544693","3.63062000274658","","2.75295996665955","4.23893976211548","","","","","6.69495010375977","7.14408016204834","7.59992980957031","","","","14.7247400283813","18.4552593231201","18.8005504608154","19.9043502807617","19.1461696624756","19.7554893493652","21.3829402923584","21.5910606384277","21.4085807800293","21.3645801544189","22.2322902679443","22.3758201599121","20.9251708984375","23.1569404602051","29.3582191467285","31.8638401031494","39.9378700256348","37.9300498962402","37.6065483093262","40.9387222946545","36.2713402529635","36.2713402529635","35.5832763727501","35.2920922759096","39.8634180218763","44.5215869311552","","",
"Bhutan","BTN","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","0.187779992818832","0.41473001241684","0.384869992733002","","","0.242599993944168","","","","","","","","","","","","","","","","1.99481999874115","","","","","","3.8428099155426","3.87545990943909","4.04678010940552","4.97519016265869","4.95929002761841","5.21984665348031","6.67303706119771","6.64991406273068","9.44367391887451","","","","15.1019335985173","15.3541912114183","16.4477391124856","17.6931491749255","16.2454173230505","15.0230679874042","15.1554899215698","13.7918693326955","",
"Botswana","BWA","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","0","0","0.186590000987053","0.218630000948906","0.284159988164902","0.427240014076233","0.483570009469986","0.552609980106354","0.622089982032776","0.714079976081848","0.784359991550446","0.82805997133255","0.879440009593964","0.995670020580292","1.08911001682281","1.64928996562958","","2.24042010307312","","","","3.55532002449036","","4.45525979995728","4.61895990371704","4.90292978286743","5.23623991012573","","5.55096006393433","5.87565994262695","6.55727005004883","6.99598979949951","7.58014011383057","8.83786964416504","8.78094005584717","8.4771203994751","8.87485980987549","","","","","","","","27.5166693771345","31.0198956236753","26.7211232779936","25.3801210448635","","25.6061803625609","27.3085317211449","25.8343331456135","25.694466771694","25.3977588554212","26.5916696907383","",
"Central African Republic","CAF","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","0.244920000433922","0.207220003008842","0.121849998831749","0.224519997835159","0.104759998619556","0.192870005965233","","0.222890004515648","","0.279040008783341","","0.414700001478195","0.369830012321472","0.3887600004673","","","","","","","0.653339982032776","0.636740028858185","","","","","","0.49125999212265","","1.15083003044128","1.41916000843048","1.20006000995636","","1.45260000228882","","","","","","","","","","","","","",
"Canada","CAN","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2707138061523","","67.5910415649414","","","","","74.2640228271484","74.7454681396484","73.9444274902344","71.3263778686523","72.5171279907227","73.0603408813477","75.9633102416992","78.0400314331055","78.5121078491211","80.7641830444336","81.9543685913086","80.7648468017578","84.5942306518555","87.0205688476562","92.9270935058594","92.2443389892578","88.6089019775391","","",
"Central Europe and the Baltics","CEB","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.368278503418","44.5326881408691","50.1668586730957","55.3476982116699","59.0544891357422","62.3800888061523","66.1166076660156","70.027946472168","73.5723266601562","79.1733703613281","82.777099609375","84.6587905883789","82.8873977661133","79.5852432250977","77.9552383422852","75.8191833496094","74.5523834228516","74.6324691772461","75.0880737304688","75.7572326660156","76.5125274658203","76.880500793457","79.0009002685547","82.4941101074219","80.9399871826172","80.9399871826172","",
"Switzerland","CHE","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7182884216309","33.7478408813477","34.8213500976562","38.2751998901367","40.5377311706543","41.9665794372559","43.8486404418945","45.928409576416","49.4976196289062","50.5931816101074","52.520679473877","53.1403388977051","54.921630859375","56.568531036377","58.4896507263184","61.7639312744141","61.9978904724121","64.0415267944336","66.2318420410156","68.6342697143555","71.1914291381836","75.9534072875977","78.8906402587891","78.7506637573242","78.5037384033203","",
"Channel Islands","CHI","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8670997619629","","38.8111801147461","42.2481002807617","43.1825790405273","49.1449317932129","49.2365989685059","54.9347190856934","57.5880508422852","61.8148498535156","68.7548294067383","74.2490615844727","79.3598098754883","84.185920715332","88.3447723388672","91.1619186401367","94.3506622314453","96.2910690307617","98.3041305541992","99.3416137695312","96.7710113525391","105.963073730469","108.697647094727","114.003547668457","119.44051361084","",
"China","CHN","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","0.204750001430512","0.310209989547729","0.368380010128021","0.421449989080429","0.411139994859695","0.497940003871918","0.631770014762878","","","","","","","","","","","","","","2.57580995559692","","","","","","","","","13.1462697982788","15.918740272522","17.7914905548096","20.1196098327637","21.4294891357422","22.299409866333","24.0389499664307","26.4254686283246","28.33680369357","31.2373027465521","35.2235263233561","47.5906879298064","51.8254378693937","54.6856037467009","56.7811359609732","59.6629415547707","63.3739579786153","68.2395678206989","73.3186043850246","77.6808223561514","80.7794373835271","83.0664788571171","",
"Cote d'Ivoire","CIV","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.286669999361038","0.300480008125305","0.358130007982254","0.388370007276535","","0.438129991292953","0.535719990730286","","0.687579989433289","0.755240023136139","","","","","","","0.852310001850128","","","","","","","1.66735005378723","1.73706996440887","","2.83713006973267","","2.85304999351502","","","","","","","","5.28237009048462","5.27431011199951","4.91948986053467","4.37811589278362","2.31072890115898","","5.49261323221624","5.54473779086426","6.57439386448781","7.17429217053764","7.82112938052772","","9.08865273199781","9.38932796498552","9.93822747655663","10.2587866541503","11.1647106583714","12.2253799438477","",
"Cameroon","CMR","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.0778900012373924","0.11506000161171","0.176949992775917","0.210960000753403","0.287310004234314","","","","","","","","","","","","","","","","","","","","","","","","","","","4.00514984130859","4.0557599067688","4.06177997589111","4.78007984161377","5.92357015609741","6.65906000137329","7.24919986724854","8.27976989746094","10.3636698502907","10.5775090331966","11.7778596878052","13.7315196990967","14.6411199569702","15.3684257600362","11.8694180702905","11.6085313976982","13.6214100365044","13.9920700450683","13.7935753971819","15.1774643648153","14.6601704192479","14.536544208554","16.3632462938118","",
"Congo, Dem. Rep.","COD","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.0734099969267845","0.104570001363754","","0.177619993686676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.17422008514404","2.7581000328064","2.95570993423462","","4.64988994598389","5.41219997406006","3.9690101146698","","","4.21371984481812","","","","4.74844980239868","","","","","",
"Congo, Rep.","COG","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","0.142049998044968","0.159219995141029","","","0.351999998092651","0.441089987754822","0.629410028457642","0.794409990310669","","1.20729005336761","1.29202997684479","1.370609998703","1.41159999370575","1.60798001289368","1.64037001132965","1.6400899887085","","1.9915599822998","1.38348996639252","1.48855996131897","1.59742999076843","1.85236001014709","","","","","","","1.55411994457245","2.51578998565674","1.011510014534","1.2025500535965","2.19167995452881","","","","","","2.04056000709534","","5.8600001335144","7.00579977035522","7.34326982498169","","","","9.73661041259766","","","","","","8.31634998321533","","",
"Colombia","COL","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1872596740723","27.2192001342773","27.1882095336914","","30.2233905792236","33.0981483459473","35.4055709838867","36.6350708007812","37.378978729248","40.1014785766602","43.0836486816406","47.0561981201172","50.0536689758301","53.9592590332031","56.8097686767578","58.8032112121582","61.3053016662598","62.7340698242188","61.5423316955566","60.5142288208008","59.8424797058105","63.1630516052246","64.3223495483398","","","",
"Comoros","COM","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.173120006918907","","0.300159990787506","","","","","","","1.21614003181457","1.26792001724243","","","2.82126998901367","","","","","","4.89097023010254","4.97466993331909","8.53309211518167","9.50584007187781","8.42953014373779","8.46848968298355","","","18.2928303711764","","","","","","","","",
"Cabo Verde","CPV","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83886003494263","1.60648000240326","3.93929004669189","4.85601997375488","6.42010021209717","7.78693008422852","9.06702041625977","10.7727298736572","13.5275602340698","17.1651992797852","19.8835806062327","23.3990406498372","23.5759880009767","26.8539956500386","28.1465347948727","27.2287287102376","29.0315079641902","30.1511242167342","29.9564459930314","","","","","","","",
